Date and Time of initial call,Borough,Property,Location,Species Description,Species Status,Animal Condition,Animal Class,Final Ranger Action,# of Animals,Year,full_address
2024-06-02 09:00:00,Brooklyn,Manhattan Beach Park,Brought to park house,rock dove,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Manhattan Beach Park, Brooklyn, NY"
2024-06-03 10:00:00,Brooklyn,Floyd Patterson Ballfields,Chained to the baseball dugout,dog,Domestic,,"[""Domestic""]",Unfounded,0.0,2024,"Floyd Patterson Ballfields, Brooklyn, NY"
2024-06-03 09:30:00,Staten Island,Greencroft Playground,basketball courts,pigeon,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Greencroft Playground, Staten Island, NY"
2024-06-02 15:30:00,Queens,Forest Park,Bandshell,striped skunk,Native,Healthy,"[""Small Mammals-RVS""]",Rehabilitator,5.0,2024,"Forest Park, Queens, NY"
2024-06-02 10:00:00,Brooklyn,Bushwick Inlet Park,15th street and Kent by bike lane,canada goose,Native,Healthy,"[""Birds""]",Advised/Educated others,2.0,2024,"Bushwick Inlet Park, Brooklyn, NY"
2024-06-02 13:30:00,Brooklyn,Prospect Park,Prospect Park Lake (Unspecified),red-eared slider,Invasive,,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Prospect Park, Brooklyn, NY"
2024-06-02 13:10:00,Bronx,Van Cortlandt Park,Between Tennis Courts & Nature Center,common grackle,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-06-01 14:45:00,Manhattan,Central Park,"Central Park South, field between 8th and 7th Ave",red-tailed hawk,Native,Healthy,"[""Raptors""]",Released back into Park after Rehabilitation,1.0,2024,"Central Park, Manhattan, NY"
2024-06-01 09:30:00,Bronx,Arcilla Playground,Under benches surrounding the playground,chicken,Domestic,Unhealthy,"[""Birds""]",ACC,4.0,2024,"Arcilla Playground, Bronx, NY"
2024-05-31 09:30:00,Brooklyn,Coney Island Beach &amp; Boardwalk,West 21st Street near the entrance of the boardwalk,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Monitored Animal,1.0,2024,"Coney Island Beach &amp; Boardwalk, Brooklyn, NY"
2024-05-30 17:30:00,Brooklyn,Highland Park,375 Jamacia Avenue,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Highland Park, Brooklyn, NY"
2024-05-31 03:30:00,Bronx,Van Cortlandt Park,On the bike path,eastern chipmunk,Native,Injured,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-30 13:39:00,Queens,Cunningham Park,Path along the Long Island Motor Pkwy SE of parking lot by Hollis Hills Terrace,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Cunningham Park, Queens, NY"
2024-05-22 15:26:00,Queens,Plaza 67,In trees hanging by wire,red-tailed hawk,Native,Injured,"[""Raptors""]",Unfounded,0.0,2024,"Plaza 67, Queens, NY"
2024-05-23 10:36:00,Queens,Bowne Park,in pond,mallard,Native,Injured,"[""Birds""]",Monitored Animal,1.0,2024,"Bowne Park, Queens, NY"
2024-05-29 12:18:00,Queens,Flushing Meadows Corona Park,Olmsted Center,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,5.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-30 14:45:00,Queens,Al Oerter Recreation Center,far eastern portion of rec center,painted turtle,Exotic,Injured,"[""Terrestrial Reptile or Amphibian""]",Rehabilitator,1.0,2024,"Al Oerter Recreation Center, Queens, NY"
2024-05-29 08:10:00,Queens,Astoria Park,Basket ball Courts,bird (unknown),,Injured,"[""Birds""]",Unfounded,0.0,2024,"Astoria Park, Queens, NY"
2024-05-30 17:20:00,Brooklyn,Marine Park,water next to the Salt Marsh Nature Center,mute swan,Invasive,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Marine Park, Brooklyn, NY"
2024-05-30 16:00:00,Staten Island,High Rock Park,Parking lot At Summit Avenue,animal (unknown),,,"[""Domestic""]",Unfounded,0.0,2024,"High Rock Park, Staten Island, NY"
2024-05-30 12:30:00,Staten Island,Blue Heron Park,"Poillon Ave, close to Blue Heron Nature Center",common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Blue Heron Park, Staten Island, NY"
2024-05-30 10:00:00,Brooklyn,Sunset Park,6th avenue and 41st street entrance,chukar partridge,Exotic,Healthy,"[""Birds""]",ACC,1.0,2024,"Sunset Park, Brooklyn, NY"
2024-05-30 10:15:00,Staten Island,Silver Lake Park,"In Silver Lake Reservoir, adjacent to the bridge",red-eared slider,Invasive,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Silver Lake Park, Staten Island, NY"
2024-05-30 10:25:00,Staten Island,Ocean Breeze Track & Field Athletic Complex,near dumpsters,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Advised/Educated others,1.0,2024,"Ocean Breeze Track & Field Athletic Complex, Staten Island, NY"
2024-05-30 08:30:00,Staten Island,Silver Lake Park,Along reservoir fence near Victory Blvd side entrance,wild turkey,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Silver Lake Park, Staten Island, NY"
2024-05-28 10:00:00,Bronx,Crotona Park,North East section of Park,dog,Domestic,Healthy,"[""Domestic""]",Unfounded,0.0,2024,"Crotona Park, Bronx, NY"
2024-05-30 18:00:00,Bronx,Pelham Bay Park,Orchard Beach Parking Lot,muscovy duck,Domestic,Injured,"[""Domestic"",""Birds""]",ACC,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-29 16:45:00,Queens,Rockaway Beach and Boardwalk,Arverne East - Beach 44th St,common loon,Native,Unhealthy,"[""Birds""]",Rehabilitator,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-29 15:30:00,Brooklyn,Sunset Park,41st Street 6th Avenue entrance,chukar partridge,Exotic,Healthy,"[""Birds""]",Unfounded,0.0,2024,"Sunset Park, Brooklyn, NY"
2024-05-23 10:30:00,Brooklyn,Prospect Park,East Drive near the carousel,turtle (unknown),,,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-29 13:00:00,Bronx,St. Mary's Recreation Center,playground near the St. Mary's Park Recreation Center,american robin,Native,Healthy,"[""Birds""]",Rehabilitator,1.0,2024,"St. Mary's Recreation Center, Bronx, NY"
2024-05-29 14:20:00,Staten Island,High Rock Park,Near Walker Pond,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"High Rock Park, Staten Island, NY"
2024-05-28 15:30:00,Manhattan,Central Park,Ancient Playground 5th Ave. and E84th Street,bat (unknown),Native,,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Central Park, Manhattan, NY"
2024-05-24 18:00:00,Queens,Mall Forty,35th ave / between 73st and 74st,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Mall Forty, Queens, NY"
2024-05-25 14:05:00,Queens,Rockaway Beach and Boardwalk,Beach 44th street,rock dove,Native,Injured,"[""Birds""]",ACC,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-24 13:05:00,Queens,Flushing Meadows Corona Park,by New York hall of science,raccoon,Native,Injured,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-28 09:00:00,Bronx,Crotona Park,On southern fence of Soccer field 2,virignia opossum,Native,Healthy,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Crotona Park, Bronx, NY"
2024-05-28 09:39:00,Queens,Flushing Meadows Corona Park,"Outside of Queens Zoo 40.746593, -73.850136",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-28 08:05:00,Queens,Flushing Meadows Corona Park,South Gate - Fountain of the Planets,chinese softshell turtle,Exotic,Healthy,"[""Terrestrial Reptile or Amphibian""]",Rehabilitator,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-28 12:15:00,Brooklyn,Lew Fidler Park,By the beach,dog,Domestic,Healthy,"[""Domestic""]",ACC,1.0,2024,"Lew Fidler Park, Brooklyn, NY"
2024-05-28 11:30:00,Manhattan,Central Park,near Turtle Pond,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Central Park, Manhattan, NY"
2024-05-28 07:47:00,Staten Island,Bloomingdale Park,Ramona Ave and Drumgoole Road West,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Monitored Animal,1.0,2024,"Bloomingdale Park, Staten Island, NY"
2024-05-27 10:00:00,Brooklyn,Parade Ground,Given to the PEP office at the Parade Ground,giant african land snail,Invasive,Healthy,"[""Rare, Endangered, Dangerous""]",Submitted for DEC Testing,1.0,2024,"Parade Ground, Brooklyn, NY"
2024-05-27 09:55:00,Queens,Rockaway Beach and Boardwalk,Beach 51st Street,american oystercatcher,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-27 11:00:00,Queens,Rockaway Beach and Boardwalk,Beach 8,bottlenose dolphin,Native,DOA,"[""Marine Mammals-whales, Dolphin""]",Relocated/Condition Corrected,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-27 08:50:00,Queens,Flushing Meadows Corona Park,Between Hall of Science and Grand Central Parkway,american robin,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-27 10:15:00,Staten Island,Historic Richmond town,Richmond Rd and Arthur Kill Rd,canada goose,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,5.0,2024,"Historic Richmond town, Staten Island, NY"
2024-05-25 08:30:00,Bronx,Crotona Park,Behind the Crotona Nature Center,dog,Domestic,Unhealthy,"[""Domestic""]",ACC,1.0,2024,"Crotona Park, Bronx, NY"
2024-05-24 15:00:00,Bronx,Van Cortlandt Park,Van Cortlandt Golf Course Hole %238,great horned owl,Native,Injured,"[""Raptors""]",Rehabilitator,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-24 14:45:00,Bronx,Van Cortlandt Park,Cross Country Trail just North of HH overpass bridge,groundhog,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-23 17:15:00,Queens,Jamaica Gateway Park,in playground,bird (unknown),Native,Injured,"[""Birds""]",Unfounded,0.0,2024,"Jamaica Gateway Park, Queens, NY"
2024-05-24 16:40:00,Bronx,Crotona Park,Tennis Center,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Crotona Park, Bronx, NY"
2024-05-24 13:00:00,Staten Island,High Rock Park,At Pumphouse Pump,common snapping turtle,Native,Injured,"[""Terrestrial Reptile or Amphibian""]",ACC,1.0,2024,"High Rock Park, Staten Island, NY"
2024-05-24 15:00:00,Bronx,Crotona Park,Roof of the Nature Center,mallard duck,Native,Healthy,"[""Birds""]",Relocated/Condition Corrected,8.0,2024,"Crotona Park, Bronx, NY"
2024-05-23 15:00:00,Bronx,Van Cortlandt Park,South Playground,blue jay,Native,Unhealthy,"[""Birds""]",Rehabilitator,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-24 09:50:00,Staten Island,Greenbelt Native Plant Center,near William T. Davis bike path,eastern box turtle,Native,Injured,"[""Terrestrial Reptile or Amphibian""]",ACC,1.0,2024,"Greenbelt Native Plant Center, Staten Island, NY"
2024-05-24 09:15:00,Staten Island,Blue Heron Park,Poillon Ave by Spring Pond,common snapping turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Blue Heron Park, Staten Island, NY"
2024-05-23 16:10:00,Queens,Juniper Valley Park,Baseball Field fences,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Juniper Valley Park, Queens, NY"
2024-05-22 11:30:00,Queens,Rockaway Beach and Boardwalk,Beach 110 Street,eastern box turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",ACC,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-23 15:00:00,Staten Island,Clove Lakes Park,near the Ice Rink,common grackle,Native,DOA,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Clove Lakes Park, Staten Island, NY"
2024-05-23 09:45:00,Brooklyn,McCarren Park,Father Jerzy Popieluszko Square,wild turkey,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"McCarren Park, Brooklyn, NY"
2024-05-20 13:00:00,Manhattan,West Harlem Piers,Marginal Street & St. Claire Place,rock dove,Native,Unhealthy,"[""Birds""]",Rehabilitator,3.0,2024,"West Harlem Piers, Manhattan, NY"
2024-05-23 11:30:00,Queens,Playground One Forty,"40°40'31.0""N 73°48'04.6""W North side of the playground",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Playground One Forty, Queens, NY"
2024-05-23 10:30:00,Manhattan,Central Park,100st Pool,common snapping turtle,Native,,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Central Park, Manhattan, NY"
2024-05-21 16:25:00,Bronx,St. James Park,Dog run,dog,Domestic,Healthy,"[""Domestic""]",Unfounded,0.0,2024,"St. James Park, Bronx, NY"
2024-05-21 10:45:00,Queens,Rockaway Beach and Boardwalk,"Between B146 and B147, near the shore",seal (unknown),Native,DOA,"[""Marine Mammals-seals only""]",Relocated/Condition Corrected,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-20 09:45:00,Queens,Macneil Park,"South East Corner of Park, near MacNeil Park Boat Launch",cat,Domestic,Injured,"[""Domestic""]",ACC,1.0,2024,"Macneil Park, Queens, NY"
2024-05-20 10:00:00,Manhattan,Highbridge Recreation Center,Pool deck in back of the Highbridge Rec Center,raccoon,Native,,"[""Small Mammals-RVS""]",Advised/Educated others,0.0,2024,"Highbridge Recreation Center, Manhattan, NY"
2024-05-20 13:15:00,Bronx,Van Cortlandt Park,Tennis Courts off the Main Drive,american robin,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-19 16:05:00,Bronx,Crotona Park,Arthur Ave and Crotona Park N,chicken,Domestic,Healthy,"[""Domestic"",""Birds""]",ACC,1.0,2024,"Crotona Park, Bronx, NY"
2024-05-19 12:45:00,Brooklyn,Prospect Park,By lake,domestic duck,Domestic,Injured,"[""Domestic"",""Birds""]",ACC,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-19 12:45:00,Brooklyn,Betsy Head Park,Near pool,cat,Domestic,Unhealthy,"[""Domestic""]",ACC,4.0,2024,"Betsy Head Park, Brooklyn, NY"
2024-05-19 10:00:00,Brooklyn,Canarsie Park,park,mallard duck,Native,Injured,"[""Birds""]",Unfounded,0.0,2024,"Canarsie Park, Brooklyn, NY"
2024-05-19 14:30:00,Bronx,Bronx Park,Bronx Park E and Lydig Ave,cat,Domestic,Unhealthy,"[""Domestic""]",ACC,1.0,2024,"Bronx Park, Bronx, NY"
2024-05-19 11:20:00,Queens,Rockaway Beach and Boardwalk,Beach 88,rock dove,Native,DOA,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-19 12:30:00,Manhattan,Fort Washington Park,"40°50'09.8""N 73°56'58.5""W",canada goose,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Fort Washington Park, Manhattan, NY"
2024-05-19 10:45:00,Bronx,Van Cortlandt Park,Tennis courts,american robin,Native,Healthy,"[""Birds""]",Advised/Educated others,1.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-18 08:20:00,Queens,Bowne Park,"by the Pond, 29th ave and 156 st",mallard,Native,,"[""Birds""]",Unfounded,0.0,2024,"Bowne Park, Queens, NY"
2024-05-18 14:15:00,Staten Island,Ocean Breeze Park,Ocean Breeze Athletic Complex,european starling,Invasive,Injured,"[""Birds""]",ACC,1.0,2024,"Ocean Breeze Park, Staten Island, NY"
2024-05-17 12:55:00,Queens,Roy Wilkins Recreation Center,In box directly outside Rec Center doors,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",ACC,1.0,2024,"Roy Wilkins Recreation Center, Queens, NY"
2024-05-18 09:23:00,Queens,Rockaway Beach and Boardwalk,"B62 on Boardwalk, next to stairs",american oystercatcher,Native,Injured,"[""Birds""]",Unfounded,0.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-17 15:45:00,Brooklyn,Shore Park and Parkway,Shore Road and 3rd ave entrance.,virginia opossum,Native,Healthy,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Shore Park and Parkway, Brooklyn, NY"
2024-05-17 16:30:00,Bronx,Pelham Bay Park,Lawn in front of Nature Center,striped skunk,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-17 13:45:00,Queens,Broad Channel American Park,In a tree,osprey,Native,DOA,"[""Raptors""]",Unfounded,0.0,2024,"Broad Channel American Park, Queens, NY"
2024-05-17 14:00:00,Bronx,Claremont Park,Claremont Parkway & Clay Avenue,coyote,Native,Healthy,"[""Coyotes""]",Advised/Educated others,1.0,2024,"Claremont Park, Bronx, NY"
2024-05-17 09:45:00,Staten Island,King Fisher Park,In front of park entrance at intersection of Greaves Ln and Fairfield Ave,domestic duck,Domestic,Injured,"[""Domestic"",""Birds""]",ACC,2.0,2024,"King Fisher Park, Staten Island, NY"
2024-05-16 14:00:00,Bronx,Pugsley Creek Park,"Corner of Screvin Ave and Norton Ave, handed off by a park patron",corn snake,Exotic,Healthy,"[""Terrestrial Reptile or Amphibian""]",ACC,2.0,2024,"Pugsley Creek Park, Bronx, NY"
2024-05-16 14:00:00,Staten Island,Wolfe's Pond Park,Beach,horseshoe crab,Native,Healthy,"[""Rare, Endangered, Dangerous""]",Released back into Park after Rehabilitation,4.0,2024,"Wolfe's Pond Park, Staten Island, NY"
2024-05-16 10:44:00,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,bocce courts,crow (unknown),Native,Injured,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Franklin D. Roosevelt Boardwalk and Beach, Staten Island, NY"
2024-05-07 08:45:00,Bronx,Van Cortlandt Park,"Van Cortlandt Park E and E 242nd Street, 40.90284* N, 73.86824* W",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,3.0,2024,"Van Cortlandt Park, Bronx, NY"
2024-05-14 15:20:00,Manhattan,Central Park,Wollman Rink - Pickball Courts,mallard duck,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-05-14 12:20:00,Queens,Flushing Meadows Corona Park,Buzz Vollmer Playground,groundhog,Native,Injured,"[""Small Mammals-non RVS""]",Rehabilitator,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-14 08:00:00,Queens,Flushing Meadows Corona Park,Al Oerter Recreation Center,dog,Domestic,Unhealthy,"[""Domestic""]",ACC,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-14 11:40:00,Manhattan,Central Park,East Drive at East 68th Street,red-tailed hawk,Native,Injured,"[""Raptors""]",Rehabilitator,1.0,2024,"Central Park, Manhattan, NY"
2024-05-14 12:30:00,Brooklyn,Coney Island Beach &amp; Boardwalk,"Brighton 4th st and Riegelman Boardwalk, under the ramp down to the sand",cat,Domestic,Unhealthy,"[""Domestic""]",ACC,1.0,2024,"Coney Island Beach &amp; Boardwalk, Brooklyn, NY"
2024-05-13 09:00:00,Queens,Flushing Meadows Corona Park,"40.7522287, -73.8427701",raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-13 21:00:00,Bronx,Crotona Park,Near baseball field %233,chicken,Domestic,,"[""Domestic"",""Birds""]",Unfounded,0.0,2024,"Crotona Park, Bronx, NY"
2024-05-12 12:00:00,Queens,Park Of The Americas,41st Ave and 104th St,dog,Native,Healthy,"[""Domestic""]",Relocated/Condition Corrected,1.0,2024,"Park Of The Americas, Queens, NY"
2024-05-14 11:20:00,Bronx,Pelham Bay Park,Huntington Woods,raccoon,Native,,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-14 12:00:00,Bronx,Bronx Park,Olinville Playground,canada goose,Native,Injured,"[""Birds""]",Unfounded,0.0,2024,"Bronx Park, Bronx, NY"
2024-05-14 09:50:00,Brooklyn,Prospect Park,"Bartell Pritchard circle entrance, fenced tree",common grackle,Native,Unhealthy,"[""Birds""]",Rehabilitator,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-13 01:30:00,Manhattan,Morningside Park,"Morningside Park Pond, W 114th St.",turtle (unknown),,Injured,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Morningside Park, Manhattan, NY"
2024-05-12 16:30:00,Manhattan,Fort Tryon Park,Park entrance at Broadway and Arden Street,raccoon,Native,,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Fort Tryon Park, Manhattan, NY"
2024-05-13 17:15:00,Brooklyn,Prospect Park,Boathouse,mute swan,Invasive,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Prospect Park, Brooklyn, NY"
2024-05-13 13:00:00,Staten Island,Arden Woods,Arthur Kill Road across from Owl Hollow Soccer Fields,raccoon,Native,Unhealthy,"[""Small Mammals-RVS""]",Unfounded,0.0,2024,"Arden Woods, Staten Island, NY"
2024-05-12 15:55:00,Brooklyn,Parade Ground,Parkside Ave bench adjacent to Tennis Building,european starling,Invasive,Healthy,"[""Birds""]",Relocated/Condition Corrected,1.0,2024,"Parade Ground, Brooklyn, NY"
2024-05-11 11:30:00,Queens,Fort Totten Park,Long Island Sound,common loon,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Fort Totten Park, Queens, NY"
2024-05-11 09:00:00,Queens,Al Oerter Recreation Center,Hall outside of track,raccoon,Native,Healthy,"[""Small Mammals-RVS""]",Relocated/Condition Corrected,1.0,2024,"Al Oerter Recreation Center, Queens, NY"
2024-05-10 12:15:00,Queens,Rockaway Beach and Boardwalk,On the Sand of Beach 130 Street,gray seal,Native,Healthy,"[""Marine Mammals-seals only""]",Monitored Animal,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-10 09:55:00,Bronx,Poe Park,Park Bench Near Grand Concourse and E 192nd Street,cat,Domestic,Unhealthy,"[""Domestic""]",ACC,1.0,2024,"Poe Park, Bronx, NY"
2024-05-10 13:30:00,Queens,Lawrence Virgilio Playground,Lawrence Virgilo's pool 39th Rd,virginia opossum,Native,,"[""Small Mammals-non RVS""]",Unfounded,0.0,2024,"Lawrence Virgilio Playground, Queens, NY"
2024-05-04 12:00:00,Bronx,Pelham Bay Park,Bartow Pell Mansion,common yellowthroat,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-04 12:00:00,Bronx,Pelham Bay Park,Bartow Pell Mansion,european starling,Invasive,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-04 12:00:00,Bronx,Pelham Bay Park,Bartow Pell Mansion,nothern parula,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-10 17:59:00,Queens,Grover Cleveland Playground,In playground,house sparrow,Invasive,Injured,"[""Birds""]",Monitored Animal,1.0,2024,"Grover Cleveland Playground, Queens, NY"
2024-05-09 13:30:00,Bronx,Pugsley Creek Park,Nortan Ave and Olmstead Ave,ball python,Exotic,Healthy,"[""Terrestrial Reptile or Amphibian""]",ACC,3.0,2024,"Pugsley Creek Park, Bronx, NY"
2024-05-09 14:38:00,Queens,Rockaway Beach and Boardwalk,B130 Street,gray seal,Native,Healthy,"[""Marine Mammals-seals only""]",Monitored Animal,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-09 11:45:00,Queens,Alley Pond Park,50 yards NW of Adventure Course,eastern gray squirrel,Native,Injured,"[""Small Mammals-non RVS""]",Relocated/Condition Corrected,1.0,2024,"Alley Pond Park, Queens, NY"
2024-05-09 08:00:00,Manhattan,Highbridge Park,"HB parl, path near water tower close to pep command",raccoon,Native,Injured,"[""Small Mammals-RVS""]",ACC,1.0,2024,"Highbridge Park, Manhattan, NY"
2024-05-08 23:30:00,Queens,Idlewild Park,outside environmental center,common loon,Native,Injured,"[""Birds""]",Rehabilitator,1.0,2024,"Idlewild Park, Queens, NY"
2024-05-08 13:30:00,Brooklyn,Coney Island Beach &amp; Boardwalk,Brighton & Fifth,rock dove,Native,Injured,"[""Birds""]",ACC,1.0,2024,"Coney Island Beach &amp; Boardwalk, Brooklyn, NY"
2024-05-08 13:50:00,Manhattan,Riverside Park,90th street east side of bike lane,canada goose,Native,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Riverside Park, Manhattan, NY"
2024-05-08 09:12:00,Queens,Flushing Meadows Corona Park,Soccer field 5 next to the fountain,mallard,Native,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"Flushing Meadows Corona Park, Queens, NY"
2024-05-04 12:00:00,Bronx,Pelham Bay Park,Bartow Pell Mansion,clapper rail,Native,Healthy,"[""Birds""]",Released back into Park after Rehabilitation,1.0,2024,"Pelham Bay Park, Bronx, NY"
2024-05-04 11:52:00,Queens,Rockaway Beach and Boardwalk,On the Sand on Beach 83 Street,seal (unknown),Native,DOA,"[""Marine Mammals-seals only""]",Relocated/Condition Corrected,1.0,2024,"Rockaway Beach and Boardwalk, Queens, NY"
2024-05-07 15:00:00,Staten Island,Wolfe's Pond Park,"in the pond, cross streets are Holten Ave and Wilbur Ave",mallard duck,Native,Injured,"[""Birds""]",ACC,1.0,2024,"Wolfe's Pond Park, Staten Island, NY"
2024-05-06 19:50:00,Bronx,Pugsley Creek Park,At entrance by Norton and Olmstead ave,snake (unknown),Exotic,Healthy,"[""Terrestrial Reptile or Amphibian""]",Unfounded,0.0,2024,"Pugsley Creek Park, Bronx, NY"
2024-05-07 11:30:00,Staten Island,Blue Heron Park,Near bridge at Spring Pond,garter snake,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Blue Heron Park, Staten Island, NY"
2024-05-07 08:00:00,Staten Island,Blue Heron Park,Back Grass,eastern box turtle,Native,Healthy,"[""Terrestrial Reptile or Amphibian""]",Relocated/Condition Corrected,1.0,2024,"Blue Heron Park, Staten Island, NY"
2024-05-07 08:40:00,Staten Island,LaTourette Park & Golf Course,Clarke Ave and Arthur Kill Road,canada goose,Native,Healthy,"[""Birds""]",Monitored Animal,1.0,2024,"LaTourette Park & Golf Course, Staten Island, NY"
2024-05-07 09:05:00,Manhattan,Central Park,"just south of the Conservatory Garden south entrance, just south of stair set",raccoon,Native,Injured,"[""Small Mammals-RVS""]",Monitored Animal,1.0,2024,"Central Park, Manhattan, NY"
2024-05-06 16:00:00,Staten Island,Walker Park,Outside Walker Recreation Center,virginia opossum,Native,Unhealthy,"[""Small Mammals-non RVS""]",ACC,1.0,2024,"Walker Park, Staten Island, NY"
